"","Category","Subcategory","Attribute","SubAttribute","MicroAttribute","Measurement","Value","Bil_Dols","Value_Type","Year"
"265","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",2775,2.775,"[Millions of chained (2017) dollars]",2021
"266","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2773,2.773,"[Millions of chained (2017) dollars]",2017
"267","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",2767,2.767,"[Millions of chained (2017) dollars]",2020
"268","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2633,2.633,"[Millions of chained (2017) dollars]",2020
"269","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",2625,2.625,"[Millions of chained (2017) dollars]",2019
"270","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2492,2.492,"[Millions of chained (2017) dollars]",2019
"271","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1458,1.458,"[Millions of chained (2017) dollars]",2018
"272","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1301,1.301,"[Millions of chained (2017) dollars]",2017
"273","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1183,1.183,"[Millions of chained (2017) dollars]",2022
"274","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1153,1.153,"[Millions of chained (2017) dollars]",2021
"275","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1149,1.149,"[Millions of chained (2017) dollars]",2020
"276","Securities, commodity contracts, and investments","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Securities, commodity contracts, and investments_MA","Digital Economy Real Gross Output by Industry",1090,1.09,"[Millions of chained (2017) dollars]",2019
"277","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",13,0.013,"[Millions of chained (2017) dollars]",2022
"278","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",12,0.012,"[Millions of chained (2017) dollars]",2021
"279","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",8,0.008,"[Millions of chained (2017) dollars]",2020
"280","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",5,0.005,"[Millions of chained (2017) dollars]",2019
"281","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",2,0.002,"[Millions of chained (2017) dollars]",2017
"282","Funds, trusts, and other financial vehicles","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Funds, trusts, and other financial vehicles_MA","Digital Economy Real Gross Output by Industry",1,0.001,"[Millions of chained (2017) dollars]",2018
"283","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",7811,7.811,"[Millions of chained (2017) dollars]",2018
"284","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",7212,7.212,"[Millions of chained (2017) dollars]",2017
"285","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",6954,6.954,"[Millions of chained (2017) dollars]",2022
"286","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",6724,6.724,"[Millions of chained (2017) dollars]",2021
"287","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",6557,6.557,"[Millions of chained (2017) dollars]",2020
"288","Finance and insurance","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_TOTAL_SA","Finance and insurance_TOTAL_MA","Digital Economy Real Gross Output by Industry",6212,6.212,"[Millions of chained (2017) dollars]",2019
"289","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",8327,8.327,"[Millions of chained (2017) dollars]",2018
"290","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",7670,7.67,"[Millions of chained (2017) dollars]",2017
"291","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",7613,7.613,"[Millions of chained (2017) dollars]",2022
"292","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",7352,7.352,"[Millions of chained (2017) dollars]",2021
"293","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",7235,7.235,"[Millions of chained (2017) dollars]",2020
"294","Finance, insurance, real estate, rental, and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_TOTAL_A","Finance, insurance, real estate, rental, and leasing_TOTAL_SA","Finance, insurance, real estate, rental, and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",6839,6.839,"[Millions of chained (2017) dollars]",2019
"295","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",12018,12.018,"[Millions of chained (2017) dollars]",2021
"296","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",11610,11.61,"[Millions of chained (2017) dollars]",2022
"297","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",11467,11.467,"[Millions of chained (2017) dollars]",2020
"298","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10793,10.793,"[Millions of chained (2017) dollars]",2019
"299","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10753,10.753,"[Millions of chained (2017) dollars]",2018
"300","Government","Government_SC","Government_TOTAL_A","Government_TOTAL_SA","Government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10085,10.085,"[Millions of chained (2017) dollars]",2017
"301","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",3482,3.482,"[Millions of chained (2017) dollars]",2022
"302","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",3230,3.23,"[Millions of chained (2017) dollars]",2021
"303","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",3056,3.056,"[Millions of chained (2017) dollars]",2020
"304","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",3003,3.003,"[Millions of chained (2017) dollars]",2019
"305","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",2752,2.752,"[Millions of chained (2017) dollars]",2018
"306","Hospitals","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Hospitals_MA","Digital Economy Real Gross Output by Industry",2581,2.581,"[Millions of chained (2017) dollars]",2017
"307","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",1074,1.074,"[Millions of chained (2017) dollars]",2022
"308","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",1006,1.006,"[Millions of chained (2017) dollars]",2021
"309","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",963,0.963,"[Millions of chained (2017) dollars]",2020
"310","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",932,0.932,"[Millions of chained (2017) dollars]",2019
"311","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",856,0.856,"[Millions of chained (2017) dollars]",2018
"312","Ambulatory health care services","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Ambulatory health care services_MA","Digital Economy Real Gross Output by Industry",790,0.79,"[Millions of chained (2017) dollars]",2017
"313","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",146,0.146,"[Millions of chained (2017) dollars]",2022
"314","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",137,0.137,"[Millions of chained (2017) dollars]",2021
"315","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",132,0.132,"[Millions of chained (2017) dollars]",2020
"316","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",130,0.13,"[Millions of chained (2017) dollars]",2019
"317","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",120,0.12,"[Millions of chained (2017) dollars]",2018
"318","Social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Social assistance_MA","Digital Economy Real Gross Output by Industry",112,0.112,"[Millions of chained (2017) dollars]",2017
"319","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",38,0.038,"[Millions of chained (2017) dollars]",2022
"320","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",35,0.035,"[Millions of chained (2017) dollars]",2021
"321","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",34,0.034,"[Millions of chained (2017) dollars]",2019
"322","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",34,0.034,"[Millions of chained (2017) dollars]",2020
"323","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",31,0.031,"[Millions of chained (2017) dollars]",2018
"324","Nursing and residential care facilities","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_SA","Nursing and residential care facilities_MA","Digital Economy Real Gross Output by Industry",29,0.029,"[Millions of chained (2017) dollars]",2017
"325","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",4740,4.74,"[Millions of chained (2017) dollars]",2022
"326","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",4408,4.408,"[Millions of chained (2017) dollars]",2021
"327","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",4185,4.185,"[Millions of chained (2017) dollars]",2020
"328","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",4099,4.099,"[Millions of chained (2017) dollars]",2019
"329","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",3759,3.759,"[Millions of chained (2017) dollars]",2018
"330","Health care and social assistance","Private industries_SC","Educational services, health care, and social assistance_A","Health care and social assistance_TOTAL_SA","Health care and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",3512,3.512,"[Millions of chained (2017) dollars]",2017
"331","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1757434,1757.434,"[Millions of chained (2017) dollars]",2022
"332","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1623777,1623.777,"[Millions of chained (2017) dollars]",2021
"333","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1452969,1452.969,"[Millions of chained (2017) dollars]",2020
"334","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1385591,1385.591,"[Millions of chained (2017) dollars]",2019
"335","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1325230,1325.23,"[Millions of chained (2017) dollars]",2018
"336","Information","Private industries_SC","Information_TOTAL_A","Information_TOTAL_SA","Information_TOTAL_MA","Digital Economy Real Gross Output by Industry",1237516,1237.516,"[Millions of chained (2017) dollars]",2017
"337","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",149234,149.234,"[Millions of chained (2017) dollars]",2022
"338","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",136676,136.676,"[Millions of chained (2017) dollars]",2021
"339","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",119926,119.926,"[Millions of chained (2017) dollars]",2020
"340","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",112214,112.214,"[Millions of chained (2017) dollars]",2019
"341","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",103465,103.465,"[Millions of chained (2017) dollars]",2018
"342","Miscellaneous professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Management of companies and enterprises_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",96656,96.656,"[Millions of chained (2017) dollars]",2017
"343","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",295454,295.454,"[Millions of chained (2017) dollars]",2022
"344","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",275207,275.207,"[Millions of chained (2017) dollars]",2021
"345","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",261885,261.885,"[Millions of chained (2017) dollars]",2020
"346","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",260675,260.675,"[Millions of chained (2017) dollars]",2018
"347","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",260624,260.624,"[Millions of chained (2017) dollars]",2019
"348","Manufacturing","Private industries_SC","Manufacturing_TOTAL_A","Manufacturing_TOTAL_SA","Manufacturing_TOTAL_MA","Digital Economy Real Gross Output by Industry",256574,256.574,"[Millions of chained (2017) dollars]",2017
"349","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",480,0.48,"[Millions of chained (2017) dollars]",2019
"350","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",449,0.449,"[Millions of chained (2017) dollars]",2021
"351","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",430,0.43,"[Millions of chained (2017) dollars]",2018
"352","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",385,0.385,"[Millions of chained (2017) dollars]",2020
"353","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",362,0.362,"[Millions of chained (2017) dollars]",2017
"354","Oil and gas extraction","Private industries_SC","Mining_A","Mining_SA","Oil and gas extraction_MA","Digital Economy Real Gross Output by Industry",358,0.358,"[Millions of chained (2017) dollars]",2022
"355","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",146,0.146,"[Millions of chained (2017) dollars]",2019
"356","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",130,0.13,"[Millions of chained (2017) dollars]",2018
"357","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",116,0.116,"[Millions of chained (2017) dollars]",2021
"358","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",110,0.11,"[Millions of chained (2017) dollars]",2020
"359","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",104,0.104,"[Millions of chained (2017) dollars]",2017
"360","Support activities for mining","Private industries_SC","Mining_A","Mining_SA","Support activities for mining_MA","Digital Economy Real Gross Output by Industry",91,0.091,"[Millions of chained (2017) dollars]",2022
"361","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",88,0.088,"[Millions of chained (2017) dollars]",2017
"362","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",82,0.082,"[Millions of chained (2017) dollars]",2019
"363","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",81,0.081,"[Millions of chained (2017) dollars]",2018
"364","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",65,0.065,"[Millions of chained (2017) dollars]",2020
"365","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",52,0.052,"[Millions of chained (2017) dollars]",2021
"366","Mining, except oil and gas","Private industries_SC","Mining_A","Mining_SA","Mining, except oil and gas_MA","Digital Economy Real Gross Output by Industry",49,0.049,"[Millions of chained (2017) dollars]",2022
"367","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",703,0.703,"[Millions of chained (2017) dollars]",2019
"368","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",638,0.638,"[Millions of chained (2017) dollars]",2018
"369","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",598,0.598,"[Millions of chained (2017) dollars]",2021
"370","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",556,0.556,"[Millions of chained (2017) dollars]",2020
"371","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",554,0.554,"[Millions of chained (2017) dollars]",2017
"372","Mining","Private industries_SC","Mining_TOTAL_A","Mining_TOTAL_SA","Mining_TOTAL_MA","Digital Economy Real Gross Output by Industry",488,0.488,"[Millions of chained (2017) dollars]",2022
"373","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",70023,70.023,"[Millions of chained (2017) dollars]",2022
"374","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",61709,61.709,"[Millions of chained (2017) dollars]",2021
"375","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",54364,54.364,"[Millions of chained (2017) dollars]",2019
"376","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",52586,52.586,"[Millions of chained (2017) dollars]",2020
"377","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",51520,51.52,"[Millions of chained (2017) dollars]",2018
"378","Motion picture and sound recording industries","Private industries_SC","Information_A","Motion picture and sound recording industries_SA","Motion picture and sound recording industries_MA","Digital Economy Real Gross Output by Industry",48463,48.463,"[Millions of chained (2017) dollars]",2017
"379","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10328,10.328,"[Millions of chained (2017) dollars]",2020
"380","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10233,10.233,"[Millions of chained (2017) dollars]",2017
"381","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",10138,10.138,"[Millions of chained (2017) dollars]",2019
"382","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",9986,9.986,"[Millions of chained (2017) dollars]",2018
"383","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",9971,9.971,"[Millions of chained (2017) dollars]",2021
"384","Other services, except government","Private industries_SC","Other services, except government_TOTAL_A","Other services, except government_TOTAL_SA","Other services, except government_TOTAL_MA","Digital Economy Real Gross Output by Industry",9408,9.408,"[Millions of chained (2017) dollars]",2022
"385","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",4066048,4066.048,"[Millions of chained (2017) dollars]",2022
"386","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3796588,3796.588,"[Millions of chained (2017) dollars]",2021
"387","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3441364,3441.364,"[Millions of chained (2017) dollars]",2020
"388","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3279415,3279.415,"[Millions of chained (2017) dollars]",2019
"389","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3186416,3186.416,"[Millions of chained (2017) dollars]",2018
"390","Private industries","Private industries_TOTAL_SC","Private industries_TOTAL_A","Private industries_TOTAL_SA","Private industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",2999636,2999.636,"[Millions of chained (2017) dollars]",2017
"391","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",580113,580.113,"[Millions of chained (2017) dollars]",2017
